"subject" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
2 "WALKING_DOWNSTAIRS" 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.861831345531915 -0.325780100638298 -0.0438890162723404 0.110040615569574 -0.00327959081489362 -0.0209351677765957 -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 0.0899511204978723 0.0899511204978723 0.00565516335106383 -0.162188586930426 -0.410872671489362 0.112841160325532 0.278345041765957 -0.131290772 0.138120681087234 0.0962091607617021 -0.271498721106383 -0.145775970406383 -0.361913824 -0.0874944736085106 0.293424826591489 0.222247409576596 -0.320838543553191 -0.380175306489362 0.126323626387262 0.164539199131836 0.207527025642952 0.0303669406498809 0.0259263453780037 0.0341908471004362 0.167542472706522 0.200378373227208 0.113893284270363 0.17839175090915 0.105446513043068 0.0808615238919916 0.212819548166357 0.181499452559723 0.174087483859382 0.113987850671263 0.113987850671263 0.174065457207752 0.2093067097157 0.236658843716138 0.139317563998253 0.158470933498544 0.227294729563391 0.177113333756046 0.203194141302482 0.0984910959966628 0.181282833845374 0.0895869158480642 0.0627788995882153 0.0990386887278408 0.175916144479664 0.19900503748712 0.254901918555733
2 "WALKING_UPSTAIRS" 0.247164790395833 -0.0214121132045833 -0.152513899520833 0.790717418541667 -0.416214890416667 -0.195888238891667 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.0828858001333333 -0.0424053708458333 -0.0445157481625 -0.107322679520833 -0.107322679520833 -0.321268911041667 -0.219713472958333 -0.572816438541667 -0.266720933270833 0.00992445881854167 -0.281001986202083 -0.258639439729167 -0.1878421317125 -0.522728063333333 -0.331643577458333 -0.488086123958333 -0.248601122 -0.14531853915625 -0.189511136902083 -0.450612184791667 -0.60079849625 0.0815509182224512 0.0784284125840391 0.18944945583691 0.0525505330701698 0.0679602089709558 0.132276146554202 0.106285745713386 0.157559795586964 0.10104001615896 0.139778899651708 0.069566005551727 0.25254364021814 0.0877270772387897 0.0817193899507765 0.0641167734829115 0.0728850473078476 0.0728850473078476 0.118868467198681 0.130446117746348 0.0799863197958318 0.0827306778518059 0.0745760626888869 0.194563848648159 0.0974417588340015 0.144895177170674 0.106567868808237 0.150790176143211 0.0891748231909886 0.269759136059374 0.0667437056714795 0.122785276921478 0.155447767561229 0.0883037691755585
3 "LAYING" 0.275516852741935 -0.0189556785048387 -0.101300477506452 -0.241758478064516 0.837032099677419 0.48870318516129 0.0769811125806452 0.0138041011306452 -0.00435625874355645 -0.0208170540330645 -0.0718507159435484 0.137999561112903 -0.10004449883871 -0.0389771765322581 -0.06873387 -0.972791346129032 -0.972791346129032 -0.979484593387097 -0.951564751451613 -0.98671362516129 -0.980665609032258 -0.961169982903226 -0.968332141612903 -0.980513202258064 -0.968752113709677 -0.979122344354839 -0.970167262903226 -0.978099682258065 -0.962341960806452 -0.96552427516129 -0.975949597903226 -0.96458672483871 -0.984278251290323 0.0172084446843359 0.0498852644268666 0.0526452582960393 0.0245844371122079 0.039979908994442 0.0635478506057207 0.0163321457363664 0.0310494901508607 0.0157914740702303 0.0279881872778169 0.024439784472209 0.0490087097793215 0.0203630867476886 0.0146350180963732 0.0162752529690662 0.0514897799291658 0.0514897799291658 0.0270751354733603 0.0528632849457468 0.0190930002220146 0.0165146376260586 0.0484475782384324 0.0544815261699776 0.0137143872057556 0.0279656396373838 0.0132921638113226 0.0266033201196109 0.0246662867582574 0.0448024660360516 0.0445414779327984 0.0291844154782306 0.0518342505165164 0.0202224188811395
3 "SITTING" 0.257197599134615 -0.00350299841730769 -0.0983579203269231 0.901098984615385 0.127303379245962 0.139020582461538 0.0726098418653846 0.00272529134230769 -0.00423348373557692 -0.0385365204807692 -0.07524100275 0.0940113975530769 -0.103605889057692 -0.0360909881807692 -0.0590079966686538 -0.895383350192308 -0.895383350192308 -0.969080752884615 -0.919354372307692 -0.977998051923077 -0.970154440961538 -0.891907751346154 -0.917987925384615 -0.974950363461538 -0.954170151346154 -0.970845669423077 -0.957550637692308 -0.95617355 -0.934967958846154 -0.904185725576923 -0.965888891730769 -0.946664943653846 -0.977898105576923 0.04966373789186 0.213992191746784 0.22336355448176 0.0893621328340514 0.177975429395641 0.152384721438873 0.0369563345297094 0.0563219917196913 0.0316350025629052 0.0851668609831374 0.0922743690243276 0.113769820382072 0.0403395071771182 0.0271748515659658 0.0382167833920194 0.196737575170977 0.196737575170977 0.0501461091557612 0.133692521944819 0.0338543562761605 0.0505966146660339 0.226024710890424 0.248547948859297 0.0345008157831724 0.0532164346714418 0.0279310432671316 0.0794946468661943 0.104674489023629 0.109788398579104 0.189732710190331 0.0507969296081874 0.135892165748456 0.0342115939162892
3 "STANDING" 0.280046513278689 -0.0143376555065574 -0.101621722633148 0.93503077852459 -0.301735130327869 0.024763106752459 0.0750900622277049 0.00771663644590164 -0.00807177934114754 -0.0246626070770492 -0.0585101918262295 0.0665262054098361 -0.0994602620655738 -0.0472415819016393 -0.0416832156688525 -0.925430819016393 -0.925430819016393 -0.959303840327869 -0.892089349344262 -0.962339339672131 -0.960123409508197 -0.908075353770492 -0.939507735245902 -0.957666856721311 -0.943497973606557 -0.969174903442623 -0.901282267540984 -0.937711157213115 -0.916172537704918 -0.926968932295082 -0.948627467704918 -0.913682362622951 -0.960331717868852 0.0365144461698713 0.0893730435452995 0.124276330263473 0.0325909088245654 0.0600685854826362 0.123796429541992 0.0487227189399485 0.0523500256313763 0.023710530423407 0.0804960319936182 0.0673957715512575 0.0692764476364144 0.0532402871317337 0.0373178822209224 0.0477329210406099 0.0901404216776518 0.0901404216776518 0.0567984113575213 0.0960836108109614 0.0508008328641421 0.0339846022776964 0.0904928327869506 0.140340083250694 0.0469624151607872 0.0527888278575309 0.0205079277127753 0.0810739458749148 0.0704401611845283 0.0592234108817029 0.0863224115082581 0.0603272004207471 0.0908055716820294 0.050136927022374
3 "WALKING" 0.275567462068966 -0.0171767844203448 -0.112674859827586 0.936506743275862 -0.261986357931034 -0.138107866258621 0.0814745882660345 0.0100591485 -0.00562264594827586 -0.0256405192517241 -0.0779150937413793 0.0813485942827586 -0.0952398165017241 -0.0387874651724138 -0.0503616100815517 -0.254690333275862 -0.254690333275862 -0.280009317413793 -0.466411754137931 -0.566135217931034 -0.316614011689655 -0.0813024353275862 -0.412374074482759 -0.304694442551724 -0.140508590224138 -0.514137255344828 -0.437845763793103 -0.561526265344828 -0.418126217413793 -0.290031535172414 -0.186764516965517 -0.569755772241379 -0.607751646034483 0.081848000636302 0.0840809750709762 0.0433219181878926 0.0155522165667784 0.0219249348189238 0.0315231613580143 0.120821998620997 0.127589142291835 0.0526808867250493 0.0424882360821205 0.0748750655858655 0.0444096216877644 0.0783179252574743 0.0898623686237262 0.0575457330136139 0.0707726936347648 0.0707726936347648 0.111629354145627 0.052325604724539 0.072978135744843 0.0733452273542799 0.0774293724057731 0.0403183986519422 0.122459669325792 0.13456952960862 0.0506716698682495 0.0447832712914263 0.073304203883978 0.0396843008806206 0.0590118585907254 0.111353045023093 0.0442175460973116 0.0788874589212823
3 "WALKING_DOWNSTAIRS" 0.292423484693878 -0.0193554079328571 -0.116139842908163 0.939057787755102 -0.228829214285714 -0.102352758040816 0.0725689294489796 0.0109707769183673 -0.00202727978142857 -0.13157327645102 -0.0139358043959184 0.123826738353061 -0.0778701650285714 -0.0391567930959184 -0.0416193131122449 -0.0628126118283674 -0.0628126118283674 -0.205239246653061 -0.215294501244898 -0.508567577142857 -0.0421706943244898 -0.00770048300204082 -0.404452414285714 -0.0906707125102041 -0.135938542632653 -0.529059450612245 -0.129066574295918 -0.542694164081633 -0.302866461179592 0.0289413195612245 -0.049477977322449 -0.332376629371429 -0.576277199387755 0.158551678507532 0.189273504432402 0.100966837022211 0.0194969001295725 0.025638170782669 0.0505665798510458 0.186940871688745 0.206653668447619 0.0693427555849185 0.24640986610106 0.0462512296915099 0.0907785428818568 0.14894290899523 0.045440197970842 0.130173639666743 0.127458412709836 0.127458412709836 0.168621774884323 0.261121864799889 0.0718148953907502 0.16242626020578 0.182219382753653 0.102985943654878 0.178179430467052 0.214696390636305 0.0669009929553497 0.260827769332966 0.0502578280663434 0.0724364396324221 0.0930927614407844 0.142364782601169 0.29070174029444 0.0724840557018985
3 "WALKING_UPSTAIRS" 0.260819873067797 -0.0324109410555932 -0.110064863437288 0.883533436101695 -0.382851153728814 -0.162943955254237 0.0426880986186441 0.0397249270484746 0.0208205538101695 0.0721980309322034 -0.139275405637288 0.0215603697 -0.115510569491525 -0.0400372510491525 -0.0498180874305085 -0.184014895 -0.184014895 -0.436901159491525 -0.347321812220339 -0.658861401355932 -0.392004211474576 -0.0788094156644068 -0.504494528474576 -0.478434306271186 -0.283772547471017 -0.677314534067797 -0.378216681762712 -0.637293508305085 -0.431503361525424 -0.315866079491525 -0.412920898474576 -0.514211583728814 -0.716877778644068 0.0872302724546861 0.115851818506142 0.0652419989195194 0.0379235752232604 0.0780099094580725 0.0471858276051456 0.0640404866475283 0.130480473227065 0.0425304705389815 0.176719815546133 0.0655684491507384 0.0847498105443155 0.0642109431547079 0.0433921309547315 0.0675224916026763 0.0821658965820442 0.0821658965820442 0.0833691580463978 0.198210728555988 0.0457153646267234 0.0946397467305281 0.108475114708672 0.07375711735177 0.072412878004387 0.135813812329278 0.0362257559933663 0.18936725404512 0.0735965527678712 0.0809568619999299 0.0745458326603013 0.109352130089751 0.221578436946528 0.0504473562931028
4 "LAYING" 0.263559214981481 -0.0150031841055556 -0.110688150314815 -0.420664662222222 0.915165104259259 0.341531310555556 0.0934494217777778 0.00693313213968519 -0.00641054328740741 -0.00923156347222222 -0.0930128180759259 0.169720404092593 -0.105019877685185 -0.0381230432222222 -0.0712156288333333 -0.954557603148148 -0.954557603148148 -0.970095771666667 -0.930236462592593 -0.985068502037037 -0.958802077592593 -0.938883374444444 -0.967504278888889 -0.978542457407407 -0.943969987222222 -0.975383329444444 -0.967203736481482 -0.972187839074074 -0.961479262592593 -0.939389701296296 -0.96228712537037 -0.961556660185185 -0.983609073333333 0.105115065374485 0.106389390803717 0.0498607914500948 0.223885540736123 0.080086128080013 0.043959834264995 0.0343178324832387 0.0887427252998342 0.0289789113881706 0.0357105436467042 0.0208670282775262 0.0509134912427733 0.0415529482100856 0.0163071677999233 0.0251730190067897 0.167501918194461 0.167501918194461 0.0647873691794053 0.0634569874702394 0.0264867612766668 0.108378649925165 0.102235916559476 0.0491437397610693 0.0322292048681515 0.0876696539537896 0.0252378401124755 0.0319651037007688 0.0197070296477818 0.0462156675688854 0.154667204128642 0.0682834179841607 0.0621982813282387 0.026204308510271
4 "SITTING" 0.27153827992 -0.007163065158 -0.10587459588 0.8693030064 0.211622539936894 0.11012048108 0.0784500239 -0.0108582171094 -0.0121499951596 -0.04944351156 -0.08943006108 0.10115033478 -0.09694948424 -0.041848389996 -0.0489964351672 -0.93569482 -0.93569482 -0.9701322836 -0.9260633138 -0.9804904618 -0.9774624984 -0.9057829318 -0.9517837432 -0.9768457126 -0.9442983908 -0.9751549056 -0.9605896358 -0.9675836478 -0.9337768922 -0.929002095 -0.9625007338 -0.9487697524 -0.9765477634 0.0242399233547163 0.179158779734263 0.121528975044388 0.0469002751437239 0.150915314737282 0.0988267932172796 0.0204715390038 0.0504962123620555 0.019368398628632 0.0383695702649298 0.0382203205370439 0.0766213971764977 0.0375576961104703 0.0125994498689341 0.0324525347816346 0.158605598584982 0.158605598584982 0.0416196583872341 0.0804349872726344 0.0302020020706562 0.0244536058462197 0.186309255703772 0.129009593290856 0.0185052782893806 0.0450850446103332 0.0160021462104909 0.0341845188396268 0.0438400329187374 0.0738757595794245 0.149613239816044 0.0427848784007802 0.0818061892894329 0.0282236990419779
